sbe	entry- index	start	end	full- src	full- tr	SND- Filename
REB4004.SBE	3	333	389	I would say it's worked out quite nicely for both of them.	둘 다에게 꽤 괜찮게 굴러간 셈이지.	REB4004.SND
REB4004.SBE	4	399	438	For Charlotte too.	샬럿도 마찬가지고.	REB4004.SND
REB4004.SBE	5	438	493	Don't joke about it, it's too awful.	그런 걸 농담으로 하지 마, 너무 끔찍해.	REB4004.SND
REB4004.SBE	6	493	564	But I'm not joking. I plan to marry myself,	아니, 난 농담이 아니야. 나도 결혼할 생각이야,	REB4004.SND
REB4004.SBE	7	564	620	when the right opportunity presents itself.	알맞은 기회가 오면.	REB4004.SND
REB4004.SBE	8	620	662	You should do the same.	너도 그렇게 하는 게 좋지.	REB4004.SND
REB4004.SBE	9	662	697	I shall never marry.	난 절대 결혼 안 해.	REB4004.SND
REB4004.SBE	10	697	754	Don't be so dramatic.	그렇게 극적으로 굴지 마.	REB4004.SND
REB4004.SBE	11	754	836	I'm not saying you should do anything so complicated now,	지금 당장 그렇게 복잡한 걸 하라는 뜻은 아니야,	REB4004.SND
REB4004.SBE	12	836	884	there's too much fun to be had.	아직 즐길 일이 너무 많거든.	REB4004.SND
REB4004.SBE	13	884	964	You'll still be young and beautiful for a good two or three years.	앞으로 2~3년은 충분히 젊고 아름다울 거야.	REB4004.SND
REB4004.SBE	14	964	1012	If anything I think you'll be even more beautiful in a year or two,	오히려 1~2년 뒤가 더 아름다울지도 몰라,	REB4004.SND
REB4004.SBE	15	1012	1088	when you've gotten over your awkwardness and learned how to dress.	어색함이 빠지고 옷 입는 법을 익히면 말이야.	REB4004.SND
REB4004.SBE	16	1088	1193	But after that, what kind of fun can you have as an old maid?	하지만 그 뒤에 노처녀로 무슨 재미를 누리겠어?	REB4004.SND
REB5001.SBE	0	0	30	Do you think we should answer it?	대답해야 할까?	REB5001.SND
REB5001.SBE	1	30	78	Yes. Who is it?	응. 누구죠?	REB5001.SND
REB5010.SBE	0	0	77	Oh, thank God you're here. Can you tell us what's going on?	아, 다행이에요. 여기 계셨네요. 무슨 일인지 말씀해 주실래요?	REB5010.SND
REB5010.SBE	1	77	163	I am sorry, Madame. I know very little.	죄송합니다, 마담. 저도 아는 게 거의 없습니다.	REB5010.SND
REB5010.SBE	2	163	264	The chef de train has ask all passengers to remain in their compartments	열차장님이 모든 승객께 객실에 머물라고 지시했습니다.	REB5010.SND
REB5010.SBE	3	264	310	until we can stop the train.	열차를 멈출 수 있을 때까지요.	REB5010.SND
REB5010.SBE	4	310	353	Who are these bandits?	그 도적들은 대체 누구예요?	REB5010.SND
REB5010.SBE	5	353	434	Nobody will tell us what's going on.	아무도 무슨 일인지 말해주질 않아요.	REB5010.SND
REB5010.SBE	6	445	496	Why can't they stop the train now?	왜 지금 당장 열차를 못 멈추는 거죠?	REB5010.SND
REB5010.SBE	7	496	587	I am sorry, Miss. We are no longer in control of the situation.	죄송합니다, 아가씨. 저희가 더는 상황을 통제하지 못하고 있습니다.	REB5010.SND
REB5010.SBE	8	587	708	Unfortunately, the bandits cut contact between the cars and the locomotive,	불행히도 도적들이 객차와 기관차 사이 연결을 끊어놔서,	REB5010.SND
REB5010.SBE	9	708	774	so at the moment we have no way of stopping the train.	현재로선 열차를 멈출 방법이 없습니다.	REB5010.SND
REB5010.SBE	10	774	803	What's he saying?	뭐라고 하는 거야?	REB5010.SND
REB5010.SBE	11	803	846	They can't stop the train.	열차를 못 세운대.	REB5010.SND
REB5010.SBE	12	846	960	If you will stay where you are, Madame, I'm sure that everything will be fine.	지금 계신 곳에만 계시면, 마담, 분명 괜찮을 겁니다.	REB5010.SND
REB5010.SBE	13	960	1081	But in the event of a bump it is much safer that you should be	다만 충격이 생길 경우엔	REB5010.SND
REB5010.SBE	14	1081	1115	in your compartment.	객실에 계시는 편이 훨씬 안전합니다.	REB5010.SND
REB5010.SBE	15	1115	1216	A bump? What's that supposed to mean, a bump?	충격이라니? 그게 무슨 뜻이죠, 충격이라니?	REB5010.SND
REB5010.SBE	16	1216	1340	I'm sorry, madame. Please stay here. It is all we can do.	죄송합니다, 마담. 이곳에 계셔 주십시오. 저희가 할 수 있는 건 그뿐입니다.	REB5010.SND
REB6969.SBE	0	93	190	I'm bored. Why don't we go out to the salon?	심심해. 살롱으로 나갈까?	REB6969.SND
REB6969.SBE	1	190	224	In a minute.	잠깐만.	REB6969.SND
REB6969.SBE	2	237	300	You are really very beautiful tonight.	오늘 밤 넌 정말 예뻐.	REB6969.SND
REB6969.SBE	3	300	375	Sophie, you're embarrassing me.	소피, 부끄럽게 왜 그래.	REB6969.SND
REB6969.SBE	4	573	653	Sophie... everyone can hear you...	소피... 다 들려...	REB6969.SND
REB6969.SBE	5	653	683	So what?	그래서?	REB6969.SND
REB6969.SBE	6	878	950	Perhaps I'll just take a walk up to the smoking car.	난 흡연칸에 잠깐 다녀올래.	REB6969.SND
REB6969.SBE	7	1071	1122	I'm absolutely famished.	나 정말 배고파.	REB6969.SND
SALZBURG.SBE	0	0	100	Salzburg 12:45 pm	잘츠부르크 오후 12:45	SALZBURG.SND
SOP1039.SBE	0	4	29	Yes, who is it?	네, 누구죠?	SOP1039.SND
SOP1039A.SBE	0	4	25	Who is it?	누구죠?	SOP1039A.SND
SOP1105.SBE	0	1	23	Excuse me?	네?	SOP1105.SND
SOP1105A.SBE	0	1	34	Excuse me, monsieur.	실례합니다, 무슈.	SOP1105A.SND
SOP1105B.SBE	0	1	32	Excuse me, monsieur.	실례합니다, 무슈.	SOP1105B.SND
SOP1105C.SBE	0	1	29	Pardon me, madame.	실례합니다, 마담.	SOP1105C.SND
SOP1105D.SBE	0	1	25	Pardon me, madame.	실례합니다, 마담.	SOP1105D.SND
SOP3008.SBE	0	1	49	Excuse me. Got a light?	실례합니다. 불 좀 있으세요?	SOP3008.SND
SOP3008.SBE	1	50	101	I don't speak English, sir.	영어는 못 합니다, 선생님.	SOP3008.SND
STRASBOU.SBE	0	0	100	Strasbourg 3:36 am	스트라스부르 오전 3:36	STRASBOU.SND
TAT1066.SBE	0	1	50	Good evening, your excellency.	좋은 저녁입니다, 각하.	TAT1066.SND
TAT1066.SBE	1	61	165	Mademoiselle, I trust everything has been to your satisfaction?	마드무아젤, 모든 것이 마음에 드셨습니까?	TAT1066.SND
TAT1066.SBE	2	166	195	Yes, thank you.	네, 감사합니다.	TAT1066.SND
TAT1066.SBE	3	196	255	If your excellency will permit me,	각하께서 허락하신다면,	TAT1066.SND
TAT1066.SBE	4	256	400	your presence here with your lovely granddaughter is too great of an honor.	이렇게 사랑스러운 손녀분과 함께 자리해 주신 것만으로도 과분한 영광입니다.	TAT1066.SND
TAT1066.SBE	5	401	450	I'm not worthy to serve you.	제가 모시기엔 너무 분에 넘칩니다.	TAT1066.SND
TAT1066.SBE	6	451	565	I thank you for your indulgence, I will bother you no further.	너그러이 봐주셔서 감사합니다. 더는 방해하지 않겠습니다.	TAT1066.SND
TAT1066.SBE	7	566	577	Mademoiselle.	마드무아젤.	TAT1066.SND
TAT1069A.SBE	0	9	76	Did you obey all the covenants of our church?	우리 교회의 계율을 모두 지켰느냐?	TAT1069A.SND
TAT1069A.SBE	1	80	126	Yes, Grandfather.	네, 할아버지.	TAT1069A.SND
TAT1069B.SBE	0	14	50	Do you like this dish?	이 요리가 마음에 드느냐?	TAT1069B.SND
TAT1069B.SBE	1	55	73	Yes.	네.	TAT1069B.SND
TAT1069B.SBE	2	76	118	I think it is remarkable.	아주 훌륭한 요리라고 생각해요.	TAT1069B.SND
TAT1069B.SBE	3	122	166	You're feeling good.	기분이 좋아 보이는구나.	TAT1069B.SND
TAT1070.SBE	0	14	70	Have you finished your supper? Can we go now?	저녁 다 드셨어요? 이제 가도 될까요?	TAT1070.SND
TAT1070.SBE	1	84	132	Let me help you.	제가 부축해드릴게요.	TAT1070.SND
TAT1070.SBE	2	163	188	Be careful.	조심하세요.	TAT1070.SND
TAT1070.SBE	3	191	223	There you go.	자, 됐어요.	TAT1070.SND
TAT1071.SBE	0	17	131	Carefully, Grandfather. Can you get by?	조심히요, 할아버지. 지나가실 수 있겠어요?	TAT1071.SND
TAT1071.SBE	1	162	188	Easy now.	천천히요.	TAT1071.SND
TAT1071A.SBE	0	23	80	Oh, look, Grandfather!	어머, 저것 좀 보세요, 할아버지!	TAT1071A.SND
TAT1071A.SBE	1	88	144	They've made the bed for you.	침대를 다 정리해 두었어요.	TAT1071A.SND
TAT1071A.SBE	2	170	213	You're probably very tired.	많이 피곤하시겠죠.	TAT1071A.SND
TAT1071A.SBE	3	228	270	Go on, lie down and rest.	어서 누워 쉬세요.	TAT1071A.SND
TAT1102A.SBE	0	1	15	Excuse me.	실례합니다.	TAT1102A.SND
TAT1102B.SBE	0	1	16	Excuse me.	실례합니다.	TAT1102B.SND
TAT1133A.SBE	0	1	13	Who is it?	누구죠?	TAT1133A.SND
TAT1133B.SBE	0	1	33	Yes? Who is it?	예? 누구죠?	TAT1133B.SND
TAT2116.SBE	0	20	62	You'll be glad to know	알면 기뻐하겠군요.	TAT2116.SND
TAT2116.SBE	1	66	136	that after you insulted my grandfather,	당신이 우리 할아버지를 모욕한 뒤로,	TAT2116.SND
TAT2116.SBE	2	140	194	he had an attack.	발작이 오셨어요.	TAT2116.SND
TAT2116.SBE	3	198	294	I suppose you're proud that you've made an old man suffer.	노인을 그렇게 괴롭혀 놓고도 뿌듯하겠죠?	TAT2116.SND
TAT2116.SBE	4	300	420	If Vassili Alexandrovitch suffers, it's because of his own guilty conscience.	바실리 알렉산드로비치가 괴로운 건 본인의 죄책감 때문이오.	TAT2116.SND
TAT2116.SBE	5	435	465	I only spoke the truth.	난 진실만 말했을 뿐이오.	TAT2116.SND
TAT2116.SBE	6	466	510	How dare you!	감히!	TAT2116.SND
TAT2116.SBE	7	528	656	Miss Tatiana, you have the arrogance of your class.	미스 타티아나, 당신은 자기 계급의 오만함을 그대로 가졌군.	TAT2116.SND
TAT2116.SBE	8	668	744	You're of the same class yourself!	당신도 같은 계급이잖아요!	TAT2116.SND
TAT2116.SBE	9	753	813	I? Hardly.	나라고? 전혀.	TAT2116.SND
TAT2116.SBE	10	827	879	In any case, it's irrelevant.	어쨌든 그건 중요하지 않소.	TAT2116.SND
TAT2116.SBE	11	896	982	I have dedicated my life to creating a classless society.	난 계급 없는 사회를 만들기 위해 인생을 바쳤소.	TAT2116.SND
TAT2116.SBE	12	996	1066	Then it's true what Grandfather said.	그럼 할아버지 말이 사실이네요.	TAT2116.SND
TAT2116.SBE	13	1092	1173	You're a Liberal!	당신, 자유주의자군요!	TAT2116.SND
TAT2116.SBE	14	1201	1305	I had hoped that in four years in Paris you might have learned something.	파리에서 4년이나 지냈으니 뭔가 배웠길 바랐소.	TAT2116.SND
TAT2116.SBE	15	1319	1415	But of course, the bourgeois system	하지만 물론, 부르주아 체제의	TAT2116.SND
TAT2116.SBE	16	1426	1506	of educating girls for the marriage market	결혼 시장에 내놓을 여자를 길러내는 교육이	TAT2116.SND
TAT2116.SBE	17	1522	1640	would have sheltered you from anything resembling an idea.	생각이라 부를 만한 건 뭐든 접하지 못하게 했겠지.	TAT2116.SND
TAT2116.SBE	18	1650	1754	Alexei, why are you talking to me like this?	알렉세이, 왜 나한테 이렇게 말해?	TAT2116.SND
TAT2116.SBE	19	1760	1893	We used to play together every day on the river. Don't you remember?	우리 예전에 강가에서 매일 같이 놀았잖아. 기억 안 나?	TAT2116.SND
TAT2116.SBE	20	1922	2005	I remember.	기억하지.	TAT2116.SND
TAT2116.SBE	21	2010	2059	That time no longer exists.	하지만 그 시절은 더는 없어.	TAT2116.SND
TAT2116A.SBE	0	1	15	Good day.	안녕하세요.	TAT2116A.SND
TAT3160A.SBE	0	15	104	Still as bold as ever, I see.	여전히 대담하군, 보아하니.	TAT3160A.SND
TAT3160A.SBE	1	117	196	A girl who plays chess like a man.	남자처럼 체스를 두는 아가씨라.	TAT3160A.SND
TAT3160A.SBE	2	199	231	Your move.	네 차례야.	TAT3160A.SND
TAT3160B.SBE	0	15	122	Remarkable. A trick worthy of your grandfather.	놀랍군. 네 할아버지다운 수작이야.	TAT3160B.SND
TAT3160B.SBE	1	127	212	Why do you keep bringing up my grandfather?	왜 자꾸 제 할아버지를 들먹이죠?	TAT3160B.SND
TAT3160B.SBE	2	215	271	It's me you're playing with, not him.	지금 당신이 상대하는 건 저예요, 할아버지가 아니라.	TAT3160B.SND
TAT3160B.SBE	3	276	328	Yes, he taught you well.	그래, 그가 널 잘 가르쳤지.	TAT3160B.SND
TAT3160B.SBE	4	331	420	I had other teachers since then, Alexei Sergeevich.	그 뒤로는 다른 스승들도 있었습니다, 알렉세이 세르게예비치.	TAT3160B.SND
TAT3160B.SBE	5	421	480	I am not a little girl anymore.	저도 이제 어린아이가 아니에요.	TAT3160B.SND
TAT3160B.SBE	6	481	533	No, you are not.	그래, 아니지.	TAT3160B.SND
TAT3160C.SBE	0	15	54	Are you sure?	확실해요?	TAT3160C.SND
TAT3160C.SBE	1	68	106	Yes.	확실해.	TAT3160C.SND
TAT3160C.SBE	2	130	201	Are you absolutely sure?	정말 확실해요?	TAT3160C.SND
TAT3160C.SBE	3	213	268	Absolutely.	물론.	TAT3160C.SND
TAT3160C.SBE	4	283	356	If that's the way you want it.	네가 원한다면 그렇게 하지.	TAT3160C.SND
TAT3160C.SBE	5	412	475	That makes us even.	이걸로 우리도 비긴 셈이군.	TAT3160C.SND
TAT3160C.SBE	6	485	591	You ought to be ashamed, winning with a dirty trick like that!	그런 비열한 수로 이겨 놓고 부끄럽지도 않아요!	TAT3160C.SND
TAT3160C.SBE	7	608	657	A typical female reaction.	전형적인 여자 반응이군.	TAT3160C.SND
TAT3160C.SBE	8	668	707	Another game!	한 판 더!	TAT3160C.SND
TAT3160D.SBE	0	15	48	It's your move, Miss.	아가씨, 수를 두시죠.	TAT3160D.SND
TAT3160D.SBE	1	98	145	Check and mate.	체크메이트.	TAT3160D.SND
TAT3160D.SBE	2	208	290	Aren't you ashamed, letting a woman beat you so easily?	여자에게 그렇게 쉽게 지고도 부끄럽지 않아요?	TAT3160D.SND
TAT3160D.SBE	3	318	379	I could have won easily if I hadn't moved the knight.	나이트만 안 움직였으면 내가 쉽게 이겼지.	TAT3160D.SND
TAT3160D.SBE	4	382	398	How?	어떻게요?	TAT3160D.SND
TAT3160E.SBE	0	15	78	Why ever did you leave the University?	도대체 왜 대학을 그만둔 거예요?	TAT3160E.SND
TAT3160E.SBE	1	83	187	You can't imagine the fuss they made at home.	집에서 얼마나 난리가 났는지 상상도 못 할걸.	TAT3160E.SND
TAT3160E.SBE	2	219	305	At the University all they do is talk.	대학에선 말만 늘어놓을 뿐이야.	TAT3160E.SND
TAT3160E.SBE	3	314	367	Talk changes nothing.	말로는 아무것도 바뀌지 않아.	TAT3160E.SND
TAT3160E.SBE	4	375	450	Words are lost in the air like the sound of church bells.	말은 교회 종소리처럼 공중에 흩어질 뿐이지.	TAT3160E.SND
TAT3160E.SBE	5	465	600	A single deed is better propaganda than a thousand pamphlets.	행동 하나가 전단 천 장보다 더 강한 선전이야.	TAT3160E.SND
TAT3160E.SBE	6	625	714	Those are very nice words. Your move.	말은 그럴듯하네요. 당신 차례예요.	TAT3160E.SND
TAT3160F.SBE	0	15	87	According to you everything is bad!	당신 말로는 세상 모든 게 다 잘못됐죠!	TAT3160F.SND
TAT3160F.SBE	1	94	160	All you want to do is tear things down.	당신은 부수는 것밖에 할 줄 모르고요.	TAT3160F.SND
TAT3160F.SBE	2	165	250	When men like your grandfather have the power of life and death	네 할아버지 같은 인간들이 수백만 러시아인의 생사를 쥐고 있으면	TAT3160F.SND
TAT3160F.SBE	3	255	365	over millions of Russians, someone needs to bring them down.	누군가는 그들을 끌어내려야 해.	TAT3160F.SND
TAT3160F.SBE	4	370	450	But it's incredible. You're obsessed with my grandfather!	정말 기가 막히네요. 당신은 우리 할아버지에게 집착하고 있어요!	TAT3160F.SND
TAT3160F.SBE	5	455	510	What has he done to you to make you hate him so?	우리 할아버지가 당신에게 뭘 했길래 그렇게 증오하죠?	TAT3160F.SND
TAT3160F.SBE	6	515	590	It's what he has done to Russia.	그가 러시아에 저지른 일 때문이지.	TAT3160F.SND
TAT3160F.SBE	7	595	654	To all of us.	우리 모두에게 말이야.	TAT3160F.SND
TAT3160F.SBE	8	659	718	Do you remember what happened last winter in Litvov?	지난겨울 리트보프에서 무슨 일이 있었는지 기억하나?	TAT3160F.SND
TAT3160G.SBE	0	24	167	This talk of political parties is a puppet show by the ruling classes.	정당 운운하는 건 지배계급이 벌이는 꼭두각시극일 뿐이야.	TAT3160G.SND
TAT3160G.SBE	1	188	291	All government is slavery. One kind is as bad as another.	모든 정부는 노예제와 같아. 어떤 체제든 다를 게 없어.	TAT3160G.SND
TAT3160G.SBE	2	296	330	It's your move.	네 차례야.	TAT3160G.SND
TAT3160G.SBE	3	379	425	Once you've torn everything down	모든 걸 다 무너뜨린 다음에	TAT3160G.SND
TAT3160G.SBE	4	430	509	I don't suppose you've thought of what you'll put in its place?	그 자리에 뭘 세울지는 생각해 봤겠지?	TAT3160G.SND
TAT3160G.SBE	5	532	601	There is no need to put anything in the place of tyranny.	폭정 대신 다른 걸 세울 필요는 없어.	TAT3160G.SND
TAT3160G.SBE	6	621	762	Once Property is abolished, all men will be free and equal.	사유재산이 폐지되면 모두가 자유롭고 평등해질 거야.	TAT3160G.SND
